chrom	position	window	dist_ratio	count
2L	16015000	16010000-16019999	1.05139846235419	97
2L	16025000	16020000-16029999	0.991653273886672	52
2L	16035000	16030000-16039999	1.00556294788143	37
2L	16045000	16040000-16049999	0.928011576027975	40
2L	16055000	16050000-16059999	0.98764855042827	79
2L	16065000	16060000-16069999	1.05338636614739	26
2L	16075000	16070000-16079999	0.932733044863467	41
2L	16085000	16080000-16089999	1.00629505266686	69
2L	16095000	16090000-16099999	1.01832941003799	57
2L	16105000	16100000-16109999	0.915445330606118	74
2L	16115000	16110000-16119999	1.03727208788678	94
2L	16125000	16120000-16129999	0.988317775352704	50
2L	16135000	16130000-16139999	0.982798304416987	88
2L	16145000	16140000-16149999	1.03814323655514	37
2L	16155000	16150000-16159999	0.976498668122093	36
2L	16165000	16160000-16169999	0.990236255214461	108
2L	16175000	16170000-16179999	0.974348728014245	79
2L	16185000	16180000-16189999	0.988732342076441	88
2L	16195000	16190000-16199999	0.96965847043289	68
2L	16205000	16200000-16209999	0.984460042791187	32
2L	16225000	16220000-16229999	0.991466953894025	65
2L	16235000	16230000-16239999	0.903863269404954	66
2L	16245000	16240000-16249999	1.04852329253582	32
2L	16255000	16250000-16259999	0.970770578234213	25
2L	16265000	16260000-16269999	0.997901364113326	21
2L	16295000	16290000-16299999	1.01711095356257	96
2L	16305000	16300000-16309999	0.985306196202115	41
2L	16315000	16310000-16319999	1.05404158622221	42
2L	16325000	16320000-16329999	0.941390990177261	50
2L	16335000	16330000-16339999	0.958398958142563	154
2L	16345000	16340000-16349999	1.00713512664304	54
2L	16355000	16350000-16359999	1.00090815199972	84
2L	16365000	16360000-16369999	1.01140216280365	101
2L	16375000	16370000-16379999	0.968514337221444	87
2L	16385000	16380000-16389999	1.00555055970728	149
2L	16395000	16390000-16399999	0.944488646236294	114
2L	16405000	16400000-16409999	0.939879960225199	74
2L	16415000	16410000-16419999	1.11204185847609	55
2L	16425000	16420000-16429999	0.762066831683168	32
2L	16435000	16430000-16439999	0.987738191854439	98
2L	16445000	16440000-16449999	1.004265169518	135
2L	16455000	16450000-16459999	0.922729107791684	86
2L	16465000	16460000-16469999	1.04079266364499	95
2L	16475000	16470000-16479999	0.885761998177435	102
2L	16485000	16480000-16489999	0.847143303967054	76
2L	16495000	16490000-16499999	0.891530224998108	132
2L	16505000	16500000-16509999	0.977452560697953	124
2L	16515000	16510000-16519999	0.99855474163532	30
2L	16525000	16520000-16529999	0.925364436635264	86
2L	16535000	16530000-16539999	1.00526311240936	62
2L	16545000	16540000-16549999	0.861900593087631	44
2L	16555000	16550000-16559999	0.991658910542881	35
2L	16565000	16560000-16569999	1.06507620316128	56
2L	16575000	16570000-16579999	0.971286832075695	85
2L	16585000	16580000-16589999	0.913623960261316	72
2L	16595000	16590000-16599999	0.953851266635448	80
2L	16605000	16600000-16609999	0.929838832890808	134
2L	16615000	16610000-16619999	1.03047877202383	56
2L	16625000	16620000-16629999	0.940650400742668	75
2L	16635000	16630000-16639999	0.845917832081317	78
2L	16645000	16640000-16649999	0.954646327537544	55
2L	16655000	16650000-16659999	0.88664090244412	80
2L	16665000	16660000-16669999	1.08391351351351	112
2L	16675000	16670000-16679999	1.05194847334437	63
2L	16685000	16680000-16689999	0.901213286481469	32
2L	16695000	16690000-16699999	1.01668705876947	65
2L	16705000	16700000-16709999	0.961081791010184	91
2L	16715000	16710000-16719999	0.8842434112134	100
2L	16725000	16720000-16729999	1.00447119186775	130
2L	16735000	16730000-16739999	1.00095844637414	92
2L	16745000	16740000-16749999	1.1308691990805	50
2L	16755000	16750000-16759999	0.916064646537893	77
2L	16765000	16760000-16769999	0.957194552209602	76
2L	16775000	16770000-16779999	0.997943572333956	81
2L	16785000	16780000-16789999	0.918117900469407	61
2L	16795000	16790000-16799999	1.05393216235974	107
2L	16805000	16800000-16809999	0.941245273063055	81
2L	16815000	16810000-16819999	1.16118753400171	48
2L	16825000	16820000-16829999	0.902542372881356	21
2L	16835000	16830000-16839999	0.98502571888944	62
2L	16845000	16840000-16849999	1.07349363959006	52
2L	16855000	16850000-16859999	1.00294495205014	105
2L	16865000	16860000-16869999	0.941690878702807	92
2L	16875000	16870000-16879999	0.913625408112682	25
2L	16885000	16880000-16889999	0.961297456690011	40
2L	16895000	16890000-16899999	0.995855156364095	43
2L	16905000	16900000-16909999	1.00418335973167	50
2L	16915000	16910000-16919999	1.05101256088183	52
2L	16925000	16920000-16929999	1.00403167656298	74
2L	16935000	16930000-16939999	0.995477980581916	76
2L	16945000	16940000-16949999	1.03023736002083	70
2L	16955000	16950000-16959999	0.973022127917551	62
2L	16965000	16960000-16969999	0.957472083630316	69
2L	16975000	16970000-16979999	1.00532442701905	30
2L	16995000	16990000-16999999	0.885647199365622	60
2L	17005000	17000000-17009999	0.988864824144263	66
2L	17015000	17010000-17019999	0.96938991134948	78
2L	17025000	17020000-17029999	0.994702045921558	70
2L	17035000	17030000-17039999	0.972654869662127	84
2L	17045000	17040000-17049999	0.955492665750742	63
2L	17055000	17050000-17059999	0.927254448680068	86
2L	17065000	17060000-17069999	1.03660202687547	33
2L	17075000	17070000-17079999	0.971817469330305	41
2L	17085000	17080000-17089999	1.03508413379658	29
2L	17095000	17090000-17099999	1.01614780331685	50
2L	17105000	17100000-17109999	1.07905401849155	46
2L	17115000	17110000-17119999	0.878567169655552	62
2L	17125000	17120000-17129999	1.14456737211646	54
2L	17135000	17130000-17139999	0.768011799856284	48
2L	17165000	17160000-17169999	0.891212858736437	35
2L	17175000	17170000-17179999	1.07530546089269	51
2L	17185000	17180000-17189999	1.00889149912587	33
2L	17195000	17190000-17199999	0.981316345807844	74
2L	17205000	17200000-17209999	0.896802582885852	68
2L	17215000	17210000-17219999	0.974076048768948	102
2L	17225000	17220000-17229999	0.988238857200545	62
2L	17235000	17230000-17239999	0.991701323108739	61
2L	17245000	17240000-17249999	1.06695097863171	49
2L	17255000	17250000-17259999	0.909170780687809	73
2L	17265000	17260000-17269999	0.985246187147016	57
2L	17275000	17270000-17279999	0.97658950773274	30
2L	17285000	17280000-17289999	0.910801837624985	43
2L	17295000	17290000-17299999	0.95381477654	79
2L	17305000	17300000-17309999	0.977153301347956	87
2L	17315000	17310000-17319999	0.836269464238585	75
2L	17325000	17320000-17329999	1.00637899876351	97
2L	17335000	17330000-17339999	1.11119790697963	59
2L	17345000	17340000-17349999	0.966334715519	64
2L	17355000	17350000-17359999	1.05506206934454	116
2L	17365000	17360000-17369999	0.999984112441547	100
2L	17375000	17370000-17379999	0.961958261780714	113
2L	17385000	17380000-17389999	1.02241353782911	102
2L	17395000	17390000-17399999	0.785888675401973	86
2L	17405000	17400000-17409999	1.06385712228143	87
2L	17415000	17410000-17419999	1.05981658802603	73
2L	17425000	17420000-17429999	1.03277959533717	109
2L	17435000	17430000-17439999	0.910000839701067	96
2L	17445000	17440000-17449999	0.93613125046715	75
2L	17455000	17450000-17459999	0.933254309280387	42
2L	17465000	17460000-17469999	0.951830472544819	70
2L	17475000	17470000-17479999	1.031475060016	26
2L	17485000	17480000-17489999	0.949958711808423	59
2L	17495000	17490000-17499999	0.980023144433088	84
2L	17505000	17500000-17509999	0.952446501482929	70
2L	17515000	17510000-17519999	0.933510615335469	77
2L	17525000	17520000-17529999	0.625437919363458	52
2L	17535000	17530000-17539999	0.987391048403942	55
2L	17545000	17540000-17549999	0.963232685766751	38
2L	17555000	17550000-17559999	1.02941314752649	31
2L	17565000	17560000-17569999	0.993563963963964	56
2L	17575000	17570000-17579999	0.904478536783402	83
2L	17585000	17580000-17589999	0.896326525587522	65
2L	17595000	17590000-17599999	0.855825292214714	82
2L	17605000	17600000-17609999	0.999806968439339	79
2L	17615000	17610000-17619999	1.06268908357494	82
2L	17625000	17620000-17629999	1.02309518670408	56
2L	17635000	17630000-17639999	0.860236008333932	75
2L	17645000	17640000-17649999	0.947627610598339	74
2L	17655000	17650000-17659999	1.00603404530147	52
2L	17685000	17680000-17689999	0.977223925428526	84
2L	17695000	17690000-17699999	1.00474786162675	55
2L	17705000	17700000-17709999	0.842298056883013	73
2L	17715000	17710000-17719999	0.896945790600699	33
2L	17725000	17720000-17729999	0.872643912379012	50
2L	17745000	17740000-17749999	0.979668688841726	58
2L	17755000	17750000-17759999	0.857423486425961	75
2L	17765000	17760000-17769999	0.970117704026521	106
2L	17775000	17770000-17779999	0.908349659295222	116
2L	17785000	17780000-17789999	1.03002221686876	110
2L	17795000	17790000-17799999	0.937947766674464	72
2L	17805000	17800000-17809999	0.975595044773349	23
2L	17815000	17810000-17819999	0.958764958317667	45
2L	17825000	17820000-17829999	1.04167271144639	20
2L	17835000	17830000-17839999	0.975949505359594	54
2L	17845000	17840000-17849999	0.967071263274397	57
2L	17865000	17860000-17869999	0.951809157861031	21
2L	17875000	17870000-17879999	0.978959270137499	49
2L	17885000	17880000-17889999	1.04477816691145	78
2L	17895000	17890000-17899999	0.945896850529003	65
2L	17905000	17900000-17909999	1.00042455564536	68
2L	17915000	17910000-17919999	1.15724372860616	56
2L	17925000	17920000-17929999	0.92728491721685	42
2L	17935000	17930000-17939999	1.20852734727917	36
2L	17945000	17940000-17949999	1.01936547177586	46
2L	17955000	17950000-17959999	0.890540327839363	24
2L	17965000	17960000-17969999	0.996577104190574	22
2L	17975000	17970000-17979999	0.810633386235752	32
2L	17985000	17980000-17989999	1.07210374786619	32
2L	17995000	17990000-17999999	0.988639932681083	57
2L	18005000	18000000-18009999	1.0294769779104	61
2L	18015000	18010000-18019999	0.999920060114794	27
2L	18025000	18020000-18029999	1.00430316896266	84
2L	18035000	18030000-18039999	0.952611091672498	75
2L	18045000	18040000-18049999	0.988715078296839	61
2L	18065000	18060000-18069999	0.99660751565762	41
2L	18075000	18070000-18079999	1.03582884977681	61
2L	18085000	18080000-18089999	0.790432327346788	51
2L	18095000	18090000-18099999	1.14299434425355	52
2L	18105000	18100000-18109999	0.956329203373063	53
2L	18115000	18110000-18119999	0.983521457466973	74
2L	18125000	18120000-18129999	0.953065791436671	55
2L	18135000	18130000-18139999	0.865320868561213	52
2L	18145000	18140000-18149999	0.749581312260417	74
2L	18155000	18150000-18159999	1.28899091026421	81
2L	18165000	18160000-18169999	0.917214350316551	61
2L	18175000	18170000-18179999	0.977045029175383	74
2L	18185000	18180000-18189999	0.941895073519613	55
2L	18195000	18190000-18199999	0.940664104442415	54
2L	18205000	18200000-18209999	0.998426054129537	37
2L	18215000	18210000-18219999	0.912366052974657	65
2L	18225000	18220000-18229999	1.23540999753755	42
2L	18235000	18230000-18239999	0.729368372521899	59
2L	18245000	18240000-18249999	0.894966340269278	54
2L	18255000	18250000-18259999	0.83195082652026	56
2L	18265000	18260000-18269999	1.12331991857918	69
2L	18275000	18270000-18279999	0.983192841126152	81
2L	18285000	18280000-18289999	1.01290750931209	132
2L	18295000	18290000-18299999	1.05277745453776	101
2L	18305000	18300000-18309999	0.96078926009608	82
2L	18315000	18310000-18319999	0.863313328107129	62
2L	18325000	18320000-18329999	0.948695944613886	60
2L	18335000	18330000-18339999	1.05276413816458	42
2L	18345000	18340000-18349999	0.854984678970997	69
2L	18355000	18350000-18359999	0.945398797122529	66
2L	18365000	18360000-18369999	1.02217270528987	66
2L	18375000	18370000-18379999	0.891557123617671	32
2L	18385000	18380000-18389999	0.891730822743715	62
2L	18395000	18390000-18399999	0.540248514316585	27
2L	18415000	18410000-18419999	1.09025527906068	27
2L	18425000	18420000-18429999	0.837765022841748	47
2L	18435000	18430000-18439999	1.08258375536463	48
2L	18445000	18440000-18449999	0.92860325719789	59
2L	18455000	18450000-18459999	1.13794890555454	39
2L	18465000	18460000-18469999	0.925105202124804	87
2L	18475000	18470000-18479999	0.970506538051143	99
2L	18485000	18480000-18489999	1.13068382944489	42
2L	18495000	18490000-18499999	0.743241985762807	57
2L	18505000	18500000-18509999	1.10222853087296	49
2L	18515000	18510000-18519999	1.07264527359248	56
2L	18525000	18520000-18529999	0.957490138225201	39
2L	18535000	18530000-18539999	0.975622517550604	75
2L	18545000	18540000-18549999	0.903312386285921	53
2L	18555000	18550000-18559999	1.05408158315953	36
2L	18565000	18560000-18569999	1.07612557328338	63
2L	18575000	18570000-18579999	1.03725773707809	111
2L	18585000	18580000-18589999	0.947811912486915	87
2L	18595000	18590000-18599999	1.29269517416354	31
2L	18615000	18610000-18619999	1.04503896693485	59
2L	18625000	18620000-18629999	0.989248464066296	117
2L	18635000	18630000-18639999	0.998670668953688	26
2L	18645000	18640000-18649999	0.953621892047907	66
2L	18655000	18650000-18659999	1.02187825436809	111
2L	18665000	18660000-18669999	1.0279324069746	70
2L	18675000	18670000-18679999	0.942386013708155	37
2L	18685000	18680000-18689999	1.09665362582087	61
2L	18695000	18690000-18699999	0.941580537782929	69
2L	18715000	18710000-18719999	0.87240876780775	27
2L	18725000	18720000-18729999	0.941734716398146	58
2L	18735000	18730000-18739999	0.9793974407945	52
2L	18745000	18740000-18749999	0.999121449739058	46
2L	18755000	18750000-18759999	0.987271969333104	67
2L	18765000	18760000-18769999	1.0082456434718	32
2L	18775000	18770000-18779999	0.977409823956666	62
2L	18785000	18780000-18789999	1.00362170063893	39
2L	18795000	18790000-18799999	0.971260000422182	42
2L	18805000	18800000-18809999	0.997886798499727	40
2L	18815000	18810000-18819999	1.00166395737379	96
2L	18825000	18820000-18829999	0.970412027143553	39
2L	18835000	18830000-18839999	1.03923789427955	23
2L	18845000	18840000-18849999	0.912587702718899	44
2L	18855000	18850000-18859999	0.934621409921671	33
2L	18865000	18860000-18869999	1.01941564916374	53
2L	18875000	18870000-18879999	0.998262749270015	60
2L	18885000	18880000-18889999	0.962135099299362	53
2L	18895000	18890000-18899999	1.00832293994888	51
2L	18905000	18900000-18909999	0.939533330047697	83
2L	18915000	18910000-18919999	1.03306484811297	55
2L	18925000	18920000-18929999	1.00121079929928	56
2L	18935000	18930000-18939999	0.912720445094629	61
2L	18945000	18940000-18949999	0.9201360409537	62
2L	18955000	18950000-18959999	0.913015873015873	53
2L	18965000	18960000-18969999	0.93779837958836	37
2L	18975000	18970000-18979999	0.941073110389519	53
2L	18985000	18980000-18989999	0.994274843170802	83
2L	18995000	18990000-18999999	0.985427654105781	66
2L	19005000	19000000-19009999	0.960125682651306	38
2L	19015000	19010000-19019999	0.94743506322213	37
2L	19025000	19020000-19029999	0.897892174438133	30
2L	19035000	19030000-19039999	0.976076207097149	20
2L	19045000	19040000-19049999	0.975652300312523	39
2L	19055000	19050000-19059999	0.895487672507365	55
2L	19065000	19060000-19069999	0.966406559978839	35
2L	19075000	19070000-19079999	0.952350454720124	46
2L	19085000	19080000-19089999	0.933821013004791	82
2L	19095000	19090000-19099999	0.964418884526604	58
2L	19105000	19100000-19109999	1.04506677820686	51
2L	19115000	19110000-19119999	1.22366453717548	45
2L	19125000	19120000-19129999	1.10290516065641	92
2L	19135000	19130000-19139999	0.996680603423922	58
2L	19145000	19140000-19149999	0.792318318222956	51
2L	19155000	19150000-19159999	0.967337098081987	50
2L	19165000	19160000-19169999	0.991166542339954	103
2L	19175000	19170000-19179999	1.0515772145157	34
2L	19185000	19180000-19189999	0.964648722326853	82
2L	19195000	19190000-19199999	1.04030735857561	79
2L	19205000	19200000-19209999	0.931231251176126	77
2L	19215000	19210000-19219999	1.03356491122847	95
2L	19225000	19220000-19229999	0.93977195941955	101
2L	19235000	19230000-19239999	0.992288719032905	97
2L	19245000	19240000-19249999	0.948039279916723	79
2L	19255000	19250000-19259999	1.01535134335807	77
2L	19265000	19260000-19269999	0.963572010654731	57
2L	19275000	19270000-19279999	0.959206287431623	127
2L	19285000	19280000-19289999	1.01397926039152	96
2L	19295000	19290000-19299999	0.981226318446735	52
2L	19305000	19300000-19309999	0.994026244587844	77
2L	19315000	19310000-19319999	0.999643768036114	82
2L	19325000	19320000-19329999	0.910386553189677	75
2L	19335000	19330000-19339999	1.00131970899942	126
2L	19365000	19360000-19369999	0.99756241890564	61
2L	19375000	19370000-19379999	0.98664601362889	128
2L	19385000	19380000-19389999	1.00772305736581	95
2L	19395000	19390000-19399999	1.00802312388568	77
2L	19405000	19400000-19409999	0.996331111490913	75
2L	19415000	19410000-19419999	1.08874353294898	71
2L	19425000	19420000-19429999	0.887844827586207	53
2L	19435000	19430000-19439999	0.8906947833694	41
2L	19455000	19450000-19459999	0.811366861106732	20
2L	19465000	19460000-19469999	1.20393694550063	39
2L	19485000	19480000-19489999	0.780239558120772	26
2L	19565000	19560000-19569999	0.811991172143207	61
2L	19585000	19580000-19589999	1.21246458923513	31
2L	19595000	19590000-19599999	0.891901894156041	34
2L	19605000	19600000-19609999	1.02133497040389	37
2L	19615000	19610000-19619999	0.996142857142857	35
2L	19625000	19620000-19629999	0.98862406729584	22
2L	19635000	19630000-19639999	1.00156525927115	45
2L	19645000	19640000-19649999	1.00263071674986	63
2L	19655000	19650000-19659999	0.996474074074074	27
2L	19675000	19670000-19679999	1.00018292323125	34
2L	19685000	19680000-19689999	0.999983306902596	72
2L	19695000	19690000-19699999	1.00255603049908	60
2L	19705000	19700000-19709999	1.00103922225947	24
2L	19715000	19710000-19719999	1.0045414807498	36
2L	19725000	19720000-19729999	0.998770491803279	61
2L	19745000	19740000-19749999	0.995906531125584	25
2L	19765000	19760000-19769999	0.997316108357118	60
2L	19775000	19770000-19779999	0.998952275131216	60
2L	19785000	19780000-19789999	0.99766559209795	63
2L	19805000	19800000-19809999	1.0002764576559	61
2L	19815000	19810000-19819999	0.999512577576679	106
2L	19825000	19820000-19829999	0.999797007156799	77
2L	19835000	19830000-19839999	1.00059165738932	83
2L	19845000	19840000-19849999	0.999422222222222	63
2L	19855000	19850000-19859999	0.99903256236702	78
2L	19865000	19860000-19869999	0.986993810429224	65
2L	19875000	19870000-19879999	0.959333759307955	57
2L	19885000	19880000-19889999	1.02752078536269	42
2L	19895000	19890000-19899999	1.06133685717432	102
2L	19905000	19900000-19909999	1.00446076510346	90
2L	19915000	19910000-19919999	0.97777965835318	107
2L	19925000	19920000-19929999	0.921295992654293	121
2L	19935000	19930000-19939999	0.986134179248153	82
2L	19945000	19940000-19949999	0.916201161025834	105
2L	19955000	19950000-19959999	1.09103553062179	29
2L	19965000	19960000-19969999	1.03141846628611	62
2L	19995000	19990000-19999999	1.05610034750321	69
2L	20015000	20010000-20019999	0.977996315420743	38
2L	20025000	20020000-20029999	0.957294877337834	65
2L	20035000	20030000-20039999	1.16535395860244	26
2L	20045000	20040000-20049999	0.845345951872583	76
2L	20055000	20050000-20059999	1.11637201742583	63
2L	20065000	20060000-20069999	0.864076474932305	68
2L	20075000	20070000-20079999	0.966706354700263	90
2L	20085000	20080000-20089999	0.988204600446759	86
2L	20095000	20090000-20099999	0.997327867052235	63
2L	20105000	20100000-20109999	1.09060260153969	76
2L	20115000	20110000-20119999	1.01257060322456	72
2L	20125000	20120000-20129999	0.98869304796513	88
2L	20135000	20130000-20139999	1.01423979489338	70
2L	20145000	20140000-20149999	1.02819693558928	70
2L	20225000	20220000-20229999	0.988260211800303	36
2L	20235000	20230000-20239999	1.05439647158022	50
2L	20245000	20240000-20249999	0.961066652627146	61
2L	20255000	20250000-20259999	1.03788809647467	42
2L	20265000	20260000-20269999	1.0470392863921	66
2L	20285000	20280000-20289999	1.01885488374665	42
2L	20295000	20290000-20299999	0.867056982128005	73
2L	20305000	20300000-20309999	0.941681547053683	29
2L	20315000	20310000-20319999	0.931228585413607	58
2L	20325000	20320000-20329999	0.960031440593825	79
2L	20335000	20330000-20339999	0.971863799994443	93
2L	20345000	20340000-20349999	0.787215858180665	52
2L	20355000	20350000-20359999	0.997449901183671	35
2L	20365000	20360000-20369999	0.98280475298218	62
2L	20375000	20370000-20379999	0.928552239378782	52
2L	20385000	20380000-20389999	1.02705360069124	45
2L	20395000	20390000-20399999	0.92806473065839	47
2L	20405000	20400000-20409999	0.900184476846592	48
2L	20415000	20410000-20419999	0.999023962901068	48
2L	20425000	20420000-20429999	0.993800031023347	55
2L	20435000	20430000-20439999	1.00021405284361	47
2L	20465000	20460000-20469999	1.00204133198574	86
2L	20475000	20470000-20479999	0.997430992074337	65
2L	20485000	20480000-20489999	0.985697376208325	51
2L	20495000	20490000-20499999	1.02467006935541	116
2L	20505000	20500000-20509999	0.982565087141462	84
2L	20515000	20510000-20519999	1.05083555017466	107
2L	20525000	20520000-20529999	1.08789513210896	110
2L	20535000	20530000-20539999	1.00380040055015	39
2L	20545000	20540000-20549999	0.915177205785955	38
2L	20555000	20550000-20559999	1.02701051988669	31
2L	20565000	20560000-20569999	1.04300550448765	58
2L	20575000	20570000-20579999	1.02081728104681	53
2L	20585000	20580000-20589999	0.983792256957795	31
2L	20595000	20590000-20599999	1.04013273021428	46
2L	20605000	20600000-20609999	0.973564275032531	92
2L	20615000	20610000-20619999	0.999124269724925	64
2L	20625000	20620000-20629999	0.992346399903434	67
2L	20635000	20630000-20639999	0.985614317179569	53
2L	20645000	20640000-20649999	0.986890724971537	54
2L	20655000	20650000-20659999	0.98682917594454	30
2L	20665000	20660000-20669999	0.973674857237637	61
2L	20675000	20670000-20679999	1.00397136412295	53
2L	20685000	20680000-20689999	1.07617771466856	59
2L	20695000	20690000-20699999	0.99709535013462	47
2L	20705000	20700000-20709999	0.968136200933928	52
2L	20715000	20710000-20719999	0.950002138122728	52
2L	20725000	20720000-20729999	1.03362303049907	49
2L	20735000	20730000-20739999	0.961943728847806	34
2L	20755000	20750000-20759999	1.05744908896034	37
2L	20765000	20760000-20769999	1.01495776525044	53
2L	20775000	20770000-20779999	0.986697680797084	71
2L	20785000	20780000-20789999	0.98909521353278	58
2L	20795000	20790000-20799999	0.983708219888761	60
2L	20805000	20800000-20809999	0.962808997613283	108
2L	20815000	20810000-20819999	0.997275860077392	56
2L	20825000	20820000-20829999	0.987648542135383	55
2L	20835000	20830000-20839999	1.00633061289806	35
2L	20845000	20840000-20849999	0.990245919454619	45
2L	20855000	20850000-20859999	1.01686161203547	83
2L	20865000	20860000-20869999	0.939378321126876	113
2L	20875000	20870000-20879999	0.988912499467239	48
2L	20885000	20880000-20889999	1.01379941775997	56
2L	20905000	20900000-20909999	1.02302244559941	60
2L	20915000	20910000-20919999	0.962748409174784	46
2L	20925000	20920000-20929999	1.01195157284768	51
2L	20935000	20930000-20939999	0.976432029592559	61
2L	20945000	20940000-20949999	0.922830966272181	81
2L	20955000	20950000-20959999	0.981456451714773	52
2L	20965000	20960000-20969999	0.869357692785298	61
2L	20975000	20970000-20979999	1.01260197509661	31
2L	20985000	20980000-20989999	1.00584051724138	44
2L	20995000	20990000-20999999	0.988369670879044	55
2L	21005000	21000000-21009999	0.958128165447383	46
2L	21015000	21010000-21019999	0.955951312485504	35
2L	21035000	21030000-21039999	1.15197299686571	23
2L	21055000	21050000-21059999	0.977000410856678	54
2L	21065000	21060000-21069999	1.02907795402494	23
2L	21075000	21070000-21079999	1.01961374111985	32
2L	21085000	21080000-21089999	1.00578295623477	35
2L	21095000	21090000-21099999	0.848866946082262	27
2L	21105000	21100000-21109999	1.05327301003817	29
2L	21115000	21110000-21119999	1.07857204974346	38
2L	21125000	21120000-21129999	0.999354708610607	27
2L	21135000	21130000-21139999	0.906209850107066	31
2L	21145000	21140000-21149999	1.0924401438571	42
2L	21155000	21150000-21159999	0.881465003575117	26
2L	21175000	21170000-21179999	0.937675183070895	32
2L	21185000	21180000-21189999	1.00318917666273	37
2L	21195000	21190000-21199999	0.899409676596913	27
2L	21235000	21230000-21239999	1.01504680994949	34
2L	21245000	21240000-21249999	0.965427944645125	37
2L	21275000	21270000-21279999	0.94647346368715	37
2L	21285000	21280000-21289999	0.999600065443837	36
2L	21295000	21290000-21299999	0.973458775632703	69
2L	21305000	21300000-21309999	1.04780692970158	47
2L	21315000	21310000-21319999	1.00287711438943	53
2L	21325000	21320000-21329999	0.980234388665384	61
2L	21335000	21330000-21339999	1.00336652843212	49
2L	21345000	21340000-21349999	0.998063636363636	22
2L	21705000	21700000-21709999	1.03722800378429	21
2L	21715000	21710000-21719999	0.982384554140128	34
2L	21725000	21720000-21729999	0.885772600907907	29
2L	21735000	21730000-21739999	0.997752966240067	45
2L	21745000	21740000-21749999	1.05227569483305	32
2L	21755000	21750000-21759999	0.980872203261282	54
2L	21765000	21760000-21769999	0.971846529886675	45
2L	21775000	21770000-21779999	1.04510281224643	21
2L	21795000	21790000-21799999	0.859497719042468	29
2L	21805000	21800000-21809999	1.05197274837164	37
2L	21815000	21810000-21819999	0.990845784910533	50
2L	21825000	21820000-21829999	0.989218368925109	52
2L	21835000	21830000-21839999	0.988231744115872	43
2L	21845000	21840000-21849999	0.988827133562228	51
2L	21855000	21850000-21859999	0.894030083391785	46
2L	21865000	21860000-21869999	0.96506314506147	49
2L	21875000	21870000-21879999	0.96589210838692	47
2L	21885000	21880000-21889999	0.987402907444737	56
2L	21895000	21890000-21899999	0.995345912858722	41
2L	21905000	21900000-21909999	0.986026571012659	49
2L	21915000	21910000-21919999	0.990058312718906	54
2L	21925000	21920000-21929999	1.02005645779605	44
2L	21935000	21930000-21939999	0.961037658023232	54
2L	21945000	21940000-21949999	0.996246664016808	43
2L	21955000	21950000-21959999	0.981227011274708	30
2L	21965000	21960000-21969999	1.00094423409526	36
2L	21975000	21970000-21979999	0.998361465837863	55
2L	21995000	21990000-21999999	0.920271723101221	54
2L	22005000	22000000-22009999	0.995978963035226	79
2L	22015000	22010000-22019999	0.957988454651323	46
2L	22025000	22020000-22029999	0.970430237883564	54
2L	22035000	22030000-22039999	1.09602956487483	54
2L	22045000	22040000-22049999	0.975276327482782	65
2L	22055000	22050000-22059999	0.994315235552825	80
2L	22065000	22060000-22069999	1.00127846073328	66
2L	22075000	22070000-22079999	0.989064162791108	48
2L	22085000	22080000-22089999	0.887938549599487	23
2L	22095000	22090000-22099999	0.941080377661489	42
2L	22105000	22100000-22109999	1.038054775537	55
2L	22115000	22110000-22119999	1.00410904224095	28
2L	22135000	22130000-22139999	1.02046117647059	33
2L	22155000	22150000-22159999	0.957501390082394	27
2L	22195000	22190000-22199999	1.15650941486131	25
2L	22205000	22200000-22209999	0.998882823768985	41
2L	22215000	22210000-22219999	0.923313363713525	40
2L	22225000	22220000-22229999	1.00028819790628	60
2L	22235000	22230000-22239999	1.00929256308734	23
2L	22245000	22240000-22249999	0.964114383379839	40
2L	22265000	22260000-22269999	0.969938443376339	27
2L	22275000	22270000-22279999	1.03452808579312	20
2L	22285000	22280000-22289999	0.988177283901496	39
2L	22295000	22290000-22299999	0.984092275733887	49
2L	22305000	22300000-22309999	0.990038434975828	30
2L	22315000	22310000-22319999	1.00591752602845	40
2L	22325000	22320000-22329999	0.998056007713761	45
2L	22335000	22330000-22339999	0.972805804002317	26
2L	22345000	22340000-22349999	0.990808327522103	65
2L	22355000	22350000-22359999	0.973543954774411	30
2L	22405000	22400000-22409999	0.938183722554116	26
2L	22485000	22480000-22489999	1.05183291545811	29
2L	22545000	22540000-22549999	1.08262767236423	29
2L	22555000	22550000-22559999	0.996353170770171	34
2L	22575000	22570000-22579999	0.989596195362102	30
2L	22585000	22580000-22589999	0.992061505950394	32
2L	22595000	22590000-22599999	0.825326922212736	21
2L	22645000	22640000-22649999	0.778618059595372	20
2L	22665000	22660000-22669999	0.728745615500251	35
2L	22685000	22680000-22689999	1.10650398097405	21
2L	23015000	23010000-23019999	0.990584840552118	21
2L	23035000	23030000-23039999	1.01063452676356	39
2L	23045000	23040000-23049999	0.918805439556996	53
2L	23055000	23050000-23059999	1.0482460971531	27
2L	23075000	23070000-23079999	0.998911037841435	36
2L	23085000	23080000-23089999	0.874596271229849	62
2L	23125000	23120000-23129999	1.04230047577565	20
2L	23135000	23130000-23139999	0.957479915246756	34
2L	23165000	23160000-23169999	0.98090801481538	21
2L	23215000	23210000-23219999	0.954232207422974	25
